Titulo,Review,Calificacion,FechaEstadia,Ciudad,Atraccion,TituloReview,SentimientoPorCalificacion,SentimientoPorHF,SentimientoPorCardiff,SubjetividadConHF,TotalFrases,FrasesSubjetivas,FrasesObjetivas,TipoOpinion,EsMixta,PorcentajeSubjetivo,PorcentajeObjetivo,SubjetividadConFrases,SubjetividadConLLM
Estafar en imágenes,"Estafa completa en imágenes. Mientras que la experiencia es agradable. Cotizan $ 250 - $ 294 para fotos. Si vas con una familia y como no puedes tomar tus propias fotos, saben que te tienen. No lo descontarán. Así que técnicamente usted 2 - 3 veces el precio del boleto de entrada.",3,2024-12-01,Cancun,Acuario Interactivo,"Estafar en imágenes. Estafa completa en imágenes. Mientras que la experiencia es agradable. Cotizan $ 250 - $ 294 para fotos. Si vas con una familia y como no puedes tomar tus propias fotos, saben que te tienen. No lo descontarán. Así que técnicamente usted 2 - 3 veces el precio del boleto de entrada.",Neutro,Neutro,Negativo,Subjetivo,7,3,4,Mixta,True,42.85714285714285,57.14285714285714,Mixta,Mixta
Acuario bueno,"Precioso acuario en el centro comercial. Puede caminar alrededor de una hora, pero tiene una buena zona de contacto para tocar las rayas y estrellas de mar buena zona de observación para observar los delfines con la oportunidad de nadar con los delfines a un costo adicional. La comida es buena en el restaurante.",4,2024-11-01,Cancun,Acuario Interactivo,"Acuario bueno. Precioso acuario en el centro comercial. Puede caminar alrededor de una hora, pero tiene una buena zona de contacto para tocar las rayas y estrellas de mar buena zona de observación para observar los delfines con la oportunidad de nadar con los delfines a un costo adicional. La comida es buena en el restaurante.",Positivo,Positivo,Positivo,Subjetivo,5,3,2,Mixta,True,60.0,40.0,Mixta,Mixta
"Un poco corto, pero vale la pena para los delfines (y morsas)","Consigue 4 debido a los delfines, de lo contrario fue un poco decepcionante. Es un pequeño acuario. Esperaba que se pareciera más al Sealife Centre del Reino Unido, pero sería una experiencia muy corta si no fuera por el elemento de los delfines. El espectáculo con los delfines, con la gente nadando con ellos (gente que paga extra) es bastante entretenido, y el personal también sacó una morsa para caminar detrás de nosotros - miramos alrededor y allí estaba en un momento, así que eso fue divertido! Almorzamos en el restaurante y continuamos, y nos dimos cuenta de que era básicamente todo después de eso, solo unos tanques más y es el final. Pero vale la pena, si necesitas algo con lo que llenar una tarde. A las familias con niños les encantará. Los animales parecían bien cuidados y felices, como puedo decir. El personal parecía amable y atento.",4,2024-11-01,Cancun,Acuario Interactivo,"Un poco corto, pero vale la pena para los delfines (y morsas). Consigue 4 debido a los delfines, de lo contrario fue un poco decepcionante. Es un pequeño acuario. Esperaba que se pareciera más al Sealife Centre del Reino Unido, pero sería una experiencia muy corta si no fuera por el elemento de los delfines. El espectáculo con los delfines, con la gente nadando con ellos (gente que paga extra) es bastante entretenido, y el personal también sacó una morsa para caminar detrás de nosotros - miramos alrededor y allí estaba en un momento, así que eso fue divertido! Almorzamos en el restaurante y continuamos, y nos dimos cuenta de que era básicamente todo después de eso, solo unos tanques más y es el final. Pero vale la pena, si necesitas algo con lo que llenar una tarde. A las familias con niños les encantará. Los animales parecían bien cuidados y felices, como puedo decir. El personal parecía amable y atento.",Positivo,Positivo,Negativo,Subjetivo,10,7,3,Mixta,True,70.0,30.0,Mixta,Mixta
Ian y Carlos los mejores anfitriones gracias,Es una experiencia increíble para familia el lugar muy interactivo y educativo la experiencia con nado con delfines hermosa sobretodo las atenciones y servicio en todo momento de Ian y Carlos de foto y video que realizaron un buen trabajo. También a GO MAJESTIC por esta recomendación,5,2024-11-01,Cancun,Acuario Interactivo,Ian y Carlos los mejores anfitriones gracias. Es una experiencia increíble para familia el lugar muy interactivo y educativo la experiencia con nado con delfines hermosa sobretodo las atenciones y servicio en todo momento de Ian y Carlos de foto y video que realizaron un buen trabajo. También a GO MAJESTIC por esta recomendación.,Positivo,Positivo,Positivo,Subjetivo,3,2,1,Mixta,True,66.66666666666666,33.33333333333333,Mixta,Mixta
Aquadivertido,"Experiencia bonita e informativa, había tenido malos comentarios al respecto pero aún así quise ir a verlo. Fui con mi familia, a todos nos gustó, además por el precio a locales, está muy bien.",4,2024-11-01,Cancun,Acuario Interactivo,"Aquadivertido. Experiencia bonita e informativa, había tenido malos comentarios al respecto pero aún así quise ir a verlo. Fui con mi familia, a todos nos gustó, además por el precio a locales, está muy bien.",Positivo,Positivo,Positivo,Subjetivo,3,2,1,Mixta,True,66.66666666666666,33.33333333333333,Mixta,Mixta
Gran manera de pasar una hora de lluvia o 2!,"¡Lindo acuario que permite a los niños pequeños correr en su mayoría en interiores / cubiertos durante una hora más o menos! Lo hicimos en una mañana lluviosa después del desayuno. Pudimos ver a otras personas interactuar con los delfines con el precio de la entrada general. ¡Vale $15 USD para cambiarlo por una pequeña parte del día! También cabe añadir que nos alojamos en el Westin al otro lado de la calle, así que fue solo un paseo rápido.",4,2024-10-01,Cancun,Acuario Interactivo,"Gran manera de pasar una hora de lluvia o 2!. ¡Lindo acuario que permite a los niños pequeños correr en su mayoría en interiores / cubiertos durante una hora más o menos! Lo hicimos en una mañana lluviosa después del desayuno. Pudimos ver a otras personas interactuar con los delfines con el precio de la entrada general. ¡Vale $15 USD para cambiarlo por una pequeña parte del día! También cabe añadir que nos alojamos en el Westin al otro lado de la calle, así que fue solo un paseo rápido.",Positivo,Positivo,Positivo,Subjetivo,6,2,4,Mixta,True,33.33333333333333,66.66666666666666,Mixta,Mixta
Este comentario va especialmente para el joven Edimir sosa Cervantes.. nunca cambies ,"Todo es hermoso sobre todo la gente que trabaja en ese lugar muy agradables ,,🤍Sin duda lo volvería a visitar Gracias a un joven que trabaja en ese lugar pode encontrar algo personal y el me lo busco y me lo regreso ",4,2024-09-01,Cancun,Acuario Interactivo,"Este comentario va especialmente para el joven Edimir sosa Cervantes.. nunca cambies. Todo es hermoso sobre todo la gente que trabaja en ese lugar muy agradables ,,🤍Sin duda lo volvería a visitar Gracias a un joven que trabaja en ese lugar pode encontrar algo personal y el me lo busco y me lo regreso.",Positivo,Positivo,Positivo,Subjetivo,4,4,0,Subjetivo,False,100.0,0.0,Subjetivo,Subjetiva
¡Los delfines eran agradables!,"Era el cumpleaños de mis maridos, y a él le encantan los delfines, así que había reservado el paseo de los delfines y chapotear con paquete de trekking acuario para mi familia de 5. Primero no nos dieron nuestros trajes de neopreno, pero luego les dije que dice en el correo electrónico que incluyeron con la caminata, así que luego nos dieron. Hicimos la interacción de delfines primero, que fue una buena experiencia, sin embargo me dio pena por los delfines, preguntándome si deben estar cansándose de hacer las mismas cosas una y otra vez al día, especialmente posando para fotos! Luego hicimos la excursión al acuario, que no recomendaría. Se perdió demasiado tiempo haciendo fotos por los 2 buzos en lugar de dejarnos disfrutar de los peces. Este tanque es muy pequeño y es mejor disfrutar de los peces desde fuera. Ahora, las fotos se nos mostraron al final, que sin duda fueron muy agradables, pero nos citaron $ 250! Ahora, en broma preguntamos si obtendríamos más descuento, pero el fotógrafo se volvió grosero con nosotros, él era como si hubieras pagado por la experiencia, ¿verdad? ¡Entonces por qué no puedes pagar por las fotos! ¡Y estábamos como exactamente! ¡Pagamos más de $ 550 por la experiencia y ahora quieres que perdonemos $ 250! ¡Su comportamiento nos aplazó si no habríamos considerado comprar las fotos! de todos modos creo que la forma ética de ofrecer fotos sería decirnos antes de que empiecen a hacer clic que este sería el cargo , por lo que podemos optar por él u optar por no. eso no sólo ahorraría nuestro tiempo sino también , minimizar el estrés a los delfines. o deberían hacer paquetes establecidos.",4,2024-07-01,Cancun,Acuario Interactivo,"¡Los delfines eran agradables!. Era el cumpleaños de mis maridos, y a él le encantan los delfines, así que había reservado el paseo de los delfines y chapotear con paquete de trekking acuario para mi familia de 5. Primero no nos dieron nuestros trajes de neopreno, pero luego les dije que dice en el correo electrónico que incluyeron con la caminata, así que luego nos dieron. Hicimos la interacción de delfines primero, que fue una buena experiencia, sin embargo me dio pena por los delfines, preguntándome si deben estar cansándose de hacer las mismas cosas una y otra vez al día, especialmente posando para fotos! Luego hicimos la excursión al acuario, que no recomendaría. Se perdió demasiado tiempo haciendo fotos por los 2 buzos en lugar de dejarnos disfrutar de los peces. Este tanque es muy pequeño y es mejor disfrutar de los peces desde fuera. Ahora, las fotos se nos mostraron al final, que sin duda fueron muy agradables, pero nos citaron $ 250! Ahora, en broma preguntamos si obtendríamos más descuento, pero el fotógrafo se volvió grosero con nosotros, él era como si hubieras pagado por la experiencia, ¿verdad? ¡Entonces por qué no puedes pagar por las fotos! ¡Y estábamos como exactamente! ¡Pagamos más de $ 550 por la experiencia y ahora quieres que perdonemos $ 250! ¡Su comportamiento nos aplazó si no habríamos considerado comprar las fotos! de todos modos creo que la forma ética de ofrecer fotos sería decirnos antes de que empiecen a hacer clic que este sería el cargo , por lo que podemos optar por él u optar por no. eso no sólo ahorraría nuestro tiempo sino también , minimizar el estrés a los delfines. o deberían hacer paquetes establecidos.",Positivo,Positivo,Positivo,Subjetivo,15,10,5,Mixta,True,66.66666666666666,33.33333333333333,Mixta,Mixta
Actuación con los delfines ,Es bastante pequeño pero su atractivo principal son los delfines y sus actuaciones. Creo que es algo que hay que visitar aunque el precio es bastante elevado comparando con otros Aquarius que hemos visitado ,4,2024-08-01,Cancun,Acuario Interactivo,Actuación con los delfines. Es bastante pequeño pero su atractivo principal son los delfines y sus actuaciones. Creo que es algo que hay que visitar aunque el precio es bastante elevado comparando con otros Aquarius que hemos visitado.,Positivo,Neutro,Positivo,Subjetivo,3,1,2,Mixta,True,33.33333333333333,66.66666666666666,Mixta,Mixta
Robo en Acuario de Cancun,No te pueden cobrar 2 entradas al nado con delfines 280 dolares y 10 fotos de mala calidad 290 dólares. Son unos delincuentes.,1,2024-07-01,Cancun,Acuario Interactivo,Robo en Acuario de Cancun. No te pueden cobrar 2 entradas al nado con delfines 280 dolares y 10 fotos de mala calidad 290 dólares. Son unos delincuentes.,Negativo,Negativo,Negativo,Subjetivo,3,1,2,Mixta,True,33.33333333333333,66.66666666666666,Mixta,Subjetiva
Sé consciente de ser estafado por las fotos,"La experiencia es buena, pero ten en cuenta las fotos caras. No te permiten usar tu teléfono para capturar momentos de interacciones con los delfines y los fotógrafos vienen a tomar fotos sin revelar ningún precio. Resultó ser al menos $ 200 si quieres fotos para llevar a casa. Creo que eso es injusto y no transparente. Creo que debería comunicarse previamente. Haría esto en el parque Xcaret para al menos poder tomar fotos o se incluirán en el paquete de fotos.",3,2024-07-01,Cancun,Acuario Interactivo,"Sé consciente de ser estafado por las fotos. La experiencia es buena, pero ten en cuenta las fotos caras. No te permiten usar tu teléfono para capturar momentos de interacciones con los delfines y los fotógrafos vienen a tomar fotos sin revelar ningún precio. Resultó ser al menos $ 200 si quieres fotos para llevar a casa. Creo que eso es injusto y no transparente. Creo que debería comunicarse previamente. Haría esto en el parque Xcaret para al menos poder tomar fotos o se incluirán en el paquete de fotos.",Neutro,Negativo,Negativo,Subjetivo,7,4,3,Mixta,True,57.14285714285714,42.85714285714285,Mixta,Mixta
Hermosa,"Hermoso lugar! Hice el trekking submarino y la experiencia de los delfines! Tenía miedo al principio, pero el personal era paciente y amable y me divertí mucho!",5,2024-05-01,Cancun,Acuario Interactivo,"Hermosa. Hermoso lugar! Hice el trekking submarino y la experiencia de los delfines! Tenía miedo al principio, pero el personal era paciente y amable y me divertí mucho!.",Positivo,Positivo,Positivo,Subjetivo,4,3,1,Mixta,True,75.0,25.0,Mixta,Mixta
Interacción con delfines en el Acuario La Isla Mall,"3 adultos y 3 niños de 4 a 11 años hicieron la experiencia con los delfines y se lo pasaron de maravilla. Todo el personal y los entrenadores fueron fantásticos, al igual que el personal en línea cuando tuvimos que cambiar las reservas. Gran respeto mostrado por todos los animales. Toneladas de excelente información. Unos 45 minutos en la piscina con los delfines. Instalaciones y equipos muy limpios. Bien vale la pena el costo y un 30 % de descuento si reserva en línea. Acuario pequeño pero bonito. El espectáculo nocturno es genial. Recomendable altamente.",5,2024-06-01,Cancun,Acuario Interactivo,"Interacción con delfines en el Acuario La Isla Mall. 3 adultos y 3 niños de 4 a 11 años hicieron la experiencia con los delfines y se lo pasaron de maravilla. Todo el personal y los entrenadores fueron fantásticos, al igual que el personal en línea cuando tuvimos que cambiar las reservas. Gran respeto mostrado por todos los animales. Toneladas de excelente información. Unos 45 minutos en la piscina con los delfines. Instalaciones y equipos muy limpios. Bien vale la pena el costo y un 30 % de descuento si reserva en línea. Acuario pequeño pero bonito. El espectáculo nocturno es genial. Recomendable altamente.",Positivo,Positivo,Positivo,Subjetivo,11,8,3,Mixta,True,72.72727272727273,27.27272727272727,Mixta,Mixta
Formidable experiencia.,"Una experiencia formidable. Mi hijo de 4 años es fanático del mundo marino. Aprovechamos no solamente que observara los pescados en las peceras y tocara a las mantarrayas, si no también la experiencia con delfines; por su edad, solamente nos recomendaron que lo tocara y lo disfrutamos al máximo.Gracias a Óscar por ser un excelente instructor y amigo de los delfines y por su atención y recomendaciones.",5,2024-06-01,Cancun,Acuario Interactivo,"Formidable experiencia. Una experiencia formidable. Mi hijo de 4 años es fanático del mundo marino. Aprovechamos no solamente que observara los pescados en las peceras y tocara a las mantarrayas, si no también la experiencia con delfines; por su edad, solamente nos recomendaron que lo tocara y lo disfrutamos al máximo.Gracias a Óscar por ser un excelente instructor y amigo de los delfines y por su atención y recomendaciones.",Positivo,Positivo,Positivo,Subjetivo,5,4,1,Mixta,True,80.0,20.0,Mixta,Mixta
Una parada obligatoria,"Fue toda una experiencia, sin duda.El show de los delfines, ver a las medusas, nadar con los peces fueron de las cosas que más me gustaron de mi visita.",5,2024-06-01,Cancun,Acuario Interactivo,"Una parada obligatoria. Fue toda una experiencia, sin duda.El show de los delfines, ver a las medusas, nadar con los peces fueron de las cosas que más me gustaron de mi visita.",Positivo,Positivo,Positivo,Subjetivo,3,1,2,Mixta,True,33.33333333333333,66.66666666666666,Mixta,Mixta
Muy buena experiencia pero...,"Fui con mi familia y somos locales, al mencionarlo se nos ofreció el precio preferencial, queríamos la entrada con el show de delfines, pero el siguiente era hasta las 7 de la tarde. HACEN FALTA ESPECIES!!!! recuerdo que años anteriores había diferentes tiburones y en el principal se encontraba un buzo hablando con las personas, eso fue un golpe de nostalgia y tristeza. Algo en lo que me gustaría que mejorarán es en la información que brinde el staff sobre las especies y más en las de interacción y no es por falta de personal porque en la entrada había 4 empleados sin hacer nada y solo riéndose. Otro punto que no me agradó en lo absoluto fue el baño, tenía un olor DE-TES-TA-BLE olía como a caño cosa que no tiene en lo demás del lugar.",4,2024-05-01,Cancun,Acuario Interactivo,"Muy buena experiencia pero... Fui con mi familia y somos locales, al mencionarlo se nos ofreció el precio preferencial, queríamos la entrada con el show de delfines, pero el siguiente era hasta las 7 de la tarde. HACEN FALTA ESPECIES!!!! recuerdo que años anteriores había diferentes tiburones y en el principal se encontraba un buzo hablando con las personas, eso fue un golpe de nostalgia y tristeza. Algo en lo que me gustaría que mejorarán es en la información que brinde el staff sobre las especies y más en las de interacción y no es por falta de personal porque en la entrada había 4 empleados sin hacer nada y solo riéndose. Otro punto que no me agradó en lo absoluto fue el baño, tenía un olor DE-TES-TA-BLE olía como a caño cosa que no tiene en lo demás del lugar.",Positivo,Neutro,Positivo,Subjetivo,6,4,2,Mixta,True,66.66666666666666,33.33333333333333,Mixta,Mixta
Interactivo con delfines muy bueno,Excelente paseo... Faltaría un poco mas de explicación sobre los delfines antes de hacer la actividad interactiva... El acuario es pequeño...Los pack de fotos y la tienda de regalos a un precio muy elevado... Sale mas caro el paquete de fotos que la entrada interactiva con los delfines,5,2024-05-01,Cancun,Acuario Interactivo,Interactivo con delfines muy bueno. Excelente paseo... Faltaría un poco mas de explicación sobre los delfines antes de hacer la actividad interactiva... El acuario es pequeño...Los pack de fotos y la tienda de regalos a un precio muy elevado... Sale mas caro el paquete de fotos que la entrada interactiva con los delfines.,Positivo,Positivo,Positivo,Subjetivo,6,3,3,Mixta,True,50.0,50.0,Mixta,Mixta
¡Una experiencia costosa pero increíble!,"¡Nadar con los delfines fue una experiencia inolvidable! Estar de cerca y en persona con estas majestuosas criaturas fue realmente mágico. La oportunidad de besarlos fue lo más destacado, creando recuerdos preciados. Se lo recomiendo a cualquiera que busque una aventura única. Sin embargo, es importante tener en cuenta que no permiten fotografías personales, optando en su lugar por un servicio profesional. Los paquetes de fotos son caros, 50 $ por 1 foto y 150 $ por todas. Intentó negociar, pero al final no bajó de 100 $.",4,2024-05-01,Cancun,Acuario Interactivo,"¡Una experiencia costosa pero increíble!. ¡Nadar con los delfines fue una experiencia inolvidable! Estar de cerca y en persona con estas majestuosas criaturas fue realmente mágico. La oportunidad de besarlos fue lo más destacado, creando recuerdos preciados. Se lo recomiendo a cualquiera que busque una aventura única. Sin embargo, es importante tener en cuenta que no permiten fotografías personales, optando en su lugar por un servicio profesional. Los paquetes de fotos son caros, 50 $ por 1 foto y 150 $ por todas. Intentó negociar, pero al final no bajó de 100 $.",Positivo,Positivo,Positivo,Subjetivo,8,5,3,Mixta,True,62.5,37.5,Mixta,Mixta
Un pequeño y agradable evento paralelo mientras camina por La Isla.,Paré aquí mientras paseaba por La Isla. Hice la entrada general por ~ $ 17 USD y tuvo una buena relación calidad-precio. Súper limpio y bien mantenido por dentro con paneles electrónicos informativos en todas partes. Bonita pasarela/puente donde puedes observar a los entrenadores con delfines y ver a las personas que pagaron $$$$ para meterse en el agua con ellos.,3,2024-05-01,Cancun,Acuario Interactivo,Un pequeño y agradable evento paralelo mientras camina por La Isla. Paré aquí mientras paseaba por La Isla. Hice la entrada general por ~ $ 17 USD y tuvo una buena relación calidad-precio. Súper limpio y bien mantenido por dentro con paneles electrónicos informativos en todas partes. Bonita pasarela/puente donde puedes observar a los entrenadores con delfines y ver a las personas que pagaron $$$$ para meterse en el agua con ellos.,Neutro,Positivo,Positivo,Subjetivo,5,3,2,Mixta,True,60.0,40.0,Mixta,Mixta
Excelente experiencia,"La interacción con los delfines estuvo increíble, mi peque y yo lo disfrutamos mucho. La entrenadora muy atenta y profesional, en general todos los que laboran ahí, atentos y respetuosos. Hay que ir con tiempo para darte un regaderazo antes de ingresar, puedes llevar tu ropa de cambio, ya que te dan acceso a in locker y también a las regaderas. Lo único que no vi conveniente es que el paquete fotográfico (desde el más económico, casi 2 milpesos), cueste lo mismo o más que la propia experiencia, de ahí en fuera todo excelente!",5,2024-04-01,Cancun,Acuario Interactivo,"Excelente experiencia. La interacción con los delfines estuvo increíble, mi peque y yo lo disfrutamos mucho. La entrenadora muy atenta y profesional, en general todos los que laboran ahí, atentos y respetuosos. Hay que ir con tiempo para darte un regaderazo antes de ingresar, puedes llevar tu ropa de cambio, ya que te dan acceso a in locker y también a las regaderas. Lo único que no vi conveniente es que el paquete fotográfico (desde el más económico, casi 2 milpesos), cueste lo mismo o más que la propia experiencia, de ahí en fuera todo excelente!.",Positivo,Positivo,Positivo,Subjetivo,5,4,1,Mixta,True,80.0,20.0,Mixta,Mixta
Interesante si estás en el centro comercial.,"Es un acuario de centro comercial. Es bastante pequeño a pesar de tener delfines. Sin embargo, me gustaron los ajolotes. Tiene un par de tanques de contacto, algunos peces tropicales y un tanque grande con algunos peces fugu geniales. También puede estar bastante concurrido.",3,2024-03-01,Cancun,Acuario Interactivo,"Interesante si estás en el centro comercial. Es un acuario de centro comercial. Es bastante pequeño a pesar de tener delfines. Sin embargo, me gustaron los ajolotes. Tiene un par de tanques de contacto, algunos peces tropicales y un tanque grande con algunos peces fugu geniales. También puede estar bastante concurrido.",Neutro,Neutro,Positivo,Subjetivo,6,1,5,Mixta,True,16.666666666666664,83.33333333333334,Mixta,Mixta
Experiencia divertida en La Isla,"Como lo indica el título, si estás en La Isla, también puedes echarle un vistazo. Hay una gran diferencia de precios entre los diferentes ""niveles"" de su experiencia, pensamos que nadar con delfines era demasiado caro, así que no nos molestamos. Sin embargo, la tarifa de entrada estándar que optamos por caminar y pasar tiempo con las rayas y las tortugas marinas fue bastante divertida. Si estás con niños pequeños, definitivamente vale la pena.",4,2024-03-01,Cancun,Acuario Interactivo,"Experiencia divertida en La Isla. Como lo indica el título, si estás en La Isla, también puedes echarle un vistazo. Hay una gran diferencia de precios entre los diferentes ""niveles"" de su experiencia, pensamos que nadar con delfines era demasiado caro, así que no nos molestamos. Sin embargo, la tarifa de entrada estándar que optamos por caminar y pasar tiempo con las rayas y las tortugas marinas fue bastante divertida. Si estás con niños pequeños, definitivamente vale la pena.",Positivo,Positivo,Positivo,Subjetivo,5,3,2,Mixta,True,60.0,40.0,Mixta,Mixta
Genial para niños,"Los delfines son su principal atractivo. Es decente. También hay una piscina de mantarrayas donde puedes acariciarlas.En general, vale la pena si tienes niños a los que necesitas entretener.",4,2024-02-01,Cancun,Acuario Interactivo,"Genial para niños. Los delfines son su principal atractivo. Es decente. También hay una piscina de mantarrayas donde puedes acariciarlas.En general, vale la pena si tienes niños a los que necesitas entretener.",Positivo,Positivo,Positivo,Subjetivo,5,2,3,Mixta,True,40.0,60.0,Mixta,Mixta
No pierdas tu tiempo,"Leímos que sería una parada estupenda para una familia con niños pequeños (tenemos un niño de 2 años). Fue la mayor pérdida de dinero. No hay nada interactivo más que un tanque de rayas y un tanque de estrellas de mar. El acuario tiene como 20 peceras adentro y eso es todo. Si no compras los extras (encuentros con delfines, fotografía de leones marinos, etc.), el recorrido cuesta literalmente entre 15 y 20 minutos por $ 30 USD por persona.",1,2024-02-01,Cancun,Acuario Interactivo,"No pierdas tu tiempo. Leímos que sería una parada estupenda para una familia con niños pequeños (tenemos un niño de 2 años). Fue la mayor pérdida de dinero. No hay nada interactivo más que un tanque de rayas y un tanque de estrellas de mar. El acuario tiene como 20 peceras adentro y eso es todo. Si no compras los extras (encuentros con delfines, fotografía de leones marinos, etc.), el recorrido cuesta literalmente entre 15 y 20 minutos por $ 30 USD por persona.",Negativo,Negativo,Negativo,Subjetivo,6,1,5,Mixta,True,16.666666666666664,83.33333333333334,Mixta,Mixta
¡Pescado limpio!,"El acuario en sí estaba parcialmente en renovación: no se observaron peces en el acuario más grande.Disfrutamos la oportunidad de acariciar las rayas, tocar las estrellas de mar y ver la parte inferior de algunos tiburones nodriza.En general, es un poco caro para lo que es, pero es probable que se vendan cupones en la plaza general para reducir costos.¡Una actividad divertida para hacer si tienes un pequeño al que le encanta todo lo relacionado con el océano!",4,2024-02-01,Cancun,Acuario Interactivo,"¡Pescado limpio!. El acuario en sí estaba parcialmente en renovación: no se observaron peces en el acuario más grande.Disfrutamos la oportunidad de acariciar las rayas, tocar las estrellas de mar y ver la parte inferior de algunos tiburones nodriza.En general, es un poco caro para lo que es, pero es probable que se vendan cupones en la plaza general para reducir costos.¡Una actividad divertida para hacer si tienes un pequeño al que le encanta todo lo relacionado con el océano!.",Positivo,Positivo,Positivo,Objetivo,5,2,3,Mixta,True,40.0,60.0,Mixta,Mixta
Visita rápida. ,"Me encantó el lugar. Es pequeño pero cumple con lo necesario. El acuario muy bonito. Y la experiencia con delfines está al top. Todos muy amables, pendientes de que recibas la experiencia que solicitas, me encantó que dan toallas, lockers y hay agua caliente para la ducha después de bañarse.  La actividad es un ahora y el lugar está en el centro de la zona hotelera por lo que es de fácil acceso y todo dura unas 2 horas y media. Eso me encantó porque se pueden hacer cosas el resto del dia. ",5,2024-02-01,Cancun,Acuario Interactivo,"Visita rápida. Me encantó el lugar. Es pequeño pero cumple con lo necesario. El acuario muy bonito. Y la experiencia con delfines está al top. Todos muy amables, pendientes de que recibas la experiencia que solicitas, me encantó que dan toallas, lockers y hay agua caliente para la ducha después de bañarse.  La actividad es un ahora y el lugar está en el centro de la zona hotelera por lo que es de fácil acceso y todo dura unas 2 horas y media. Eso me encantó porque se pueden hacer cosas el resto del dia.",Positivo,Positivo,Positivo,Subjetivo,8,6,2,Mixta,True,75.0,25.0,Mixta,Mixta
Bonito pero muy caro,Realmente muy caro para lo que es. Haces el recorrido en unos minutos.Es especialmente interesante para aquellos que quieran nadar o acariciar delfines.Estábamos con 2 niños. No estábamos interesados en la actividad con los delfines.,4,2024-01-01,Cancun,Acuario Interactivo,Bonito pero muy caro. Realmente muy caro para lo que es. Haces el recorrido en unos minutos.Es especialmente interesante para aquellos que quieran nadar o acariciar delfines.Estábamos con 2 niños. No estábamos interesados en la actividad con los delfines.,Positivo,Negativo,Negativo,Subjetivo,6,2,4,Mixta,True,33.33333333333333,66.66666666666666,Mixta,Mixta
FOTOGRAFÍAS MUY CARAS,"Todo estuvo bien, a excepción del costo de FOTOS exageradamente costoso, poder interactuar con las Estrella de mar, las mantarayas y ver peces fue muy bueno. El acuario es pequeño, pero vale la pena",4,2023-12-01,Cancun,Acuario Interactivo,"FOTOGRAFÍAS MUY CARAS. Todo estuvo bien, a excepción del costo de FOTOS exageradamente costoso, poder interactuar con las Estrella de mar, las mantarayas y ver peces fue muy bueno. El acuario es pequeño, pero vale la pena.",Positivo,Positivo,Positivo,Subjetivo,3,3,0,Subjetivo,False,100.0,0.0,Subjetivo,Mixta
Pack de fotos impagable!!!,"Hoy fui con mis dos hijos pequeños, de 5 y 9 años a visitar el Acuario y realizar el nado Ride con delfines. El acuario es sumamente pequeño, y no tiene muchos especies. El nado con delfines fue una linda experiencia pero no la recomiendo para niños muy pequeños. El agua está realmente helada. La interacción con el delfín es muy poca por el precio que se paga.Lo peor y más decepcionante de todo fue el exorbitante precio que te cobran por las fotos! Realmente se aprovechan de los visitantes. Ofrecen tres packs. El más económico solo incluye 10 fotos digitales y tiene un valor de usd 203. El segundo pack incluye todas las fotos digitales más un video por usd 252. Y el más caro además ofrece un álbum con cuatro fotos impresas. Este tiene un valor de casi usd 300. Me pareció realmente una exageración. Al final pagás usd 600 por una experiencia limitada de 30 minutos. No lo recomiendo en absoluto!!! Hay lugares más lindos en Cancún, como Isla Mujeres.",1,2023-12-01,Cancun,Acuario Interactivo,"Pack de fotos impagable!!!. Hoy fui con mis dos hijos pequeños, de 5 y 9 años a visitar el Acuario y realizar el nado Ride con delfines. El acuario es sumamente pequeño, y no tiene muchos especies. El nado con delfines fue una linda experiencia pero no la recomiendo para niños muy pequeños. El agua está realmente helada. La interacción con el delfín es muy poca por el precio que se paga.Lo peor y más decepcionante de todo fue el exorbitante precio que te cobran por las fotos! Realmente se aprovechan de los visitantes. Ofrecen tres packs. El más económico solo incluye 10 fotos digitales y tiene un valor de usd 203. El segundo pack incluye todas las fotos digitales más un video por usd 252. Y el más caro además ofrece un álbum con cuatro fotos impresas. Este tiene un valor de casi usd 300. Me pareció realmente una exageración. Al final pagás usd 600 por una experiencia limitada de 30 minutos. No lo recomiendo en absoluto!!! Hay lugares más lindos en Cancún, como Isla Mujeres.",Negativo,Negativo,Negativo,Subjetivo,17,7,10,Mixta,True,41.17647058823529,58.82352941176471,Mixta,Mixta
"Tanques acuáticos muy pequeños, no buenos.","Los tanques en los que se mantienen los animales son muy pequeños e inhumanos. Las investigaciones muestran que los animales marinos tienen la capacidad mental de niños de 5 a 6 años. Nunca haría que un niño viviera en un armario, y eso son los tanques. No quisiera volver a apoyar esto nunca más, es maltrato animal.",1,2023-12-01,Cancun,Acuario Interactivo,"Tanques acuáticos muy pequeños, no buenos. Los tanques en los que se mantienen los animales son muy pequeños e inhumanos. Las investigaciones muestran que los animales marinos tienen la capacidad mental de niños de 5 a 6 años. Nunca haría que un niño viviera en un armario, y eso son los tanques. No quisiera volver a apoyar esto nunca más, es maltrato animal.",Negativo,Negativo,Negativo,Subjetivo,5,3,2,Mixta,True,60.0,40.0,Mixta,Subjetiva
